data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,label
-0.4324300849808833,-0.012296414865992254,-2.947337856070532,-2.660433609039371,1.0293057193620299,-3.127297077079618,-2.182828074541689,-3.216312182590518,1.4154576622505255,-1.2803252741217264,1.4912167227595914,-2.6055624599324942,0
-0.15663522141648192,0.026048351055484937,-1.0166056273132353,-3.0926739558478538,0.524122543820009,-3.1816009662493063,-2.608943037168934,-1.7719385973689925,0.4144313093261884,-1.804814119788607,1.4821201654865672,-2.2912795173689546,0
-0.6471711065385013,0.6014456118828586,-2.491410873997484,-0.5121341019212489,0.49524221348827463,-3.828749441663497,-2.366088577547854,-3.6124914516939732,1.4661030171712601,-2.805887688202802,1.8570787724691193,-2.399428700665684,1
-0.43314369248299467,-0.09731720273807551,-2.3172603385660415,-1.325665947019853,-0.5068629983792081,-1.3466758196582767,-1.4773045835889445,-1.5364035799485223,0.249750611345132,-2.124304160923983,1.4098709521815431,-3.170210256975309,0
0.5781005274788839,0.2575660462018101,-1.1625130154772851,-0.3557632070256431,1.1144475460589136,-3.1514081091995196,-2.5059306340647955,-1.9599998432674108,1.1501194016722391,-1.4967168072859074,0.7099825294775226,-1.078192469865861,0
0.2898848987430581,-0.6635477571957425,-1.8267592963460366,-1.7542835534720482,1.4615358792179118,-4.496740337099318,-1.3561007813964467,-1.7169613380852842,1.9713381411390436,-1.2536732104377273,1.3704514513777384,-2.68400895623212,0
-0.10996208207265643,0.06591726194533593,-3.150548641545824,-3.2540149195206203,0.35100894861883647,-2.155800968613958,-2.5109619784394477,-3.3083853293128507,0.7853962164856929,-2.1155589980169327,1.1080903711955772,-3.1450285440656014,0
-0.08752599223054737,0.9869011300996604,-2.3604777053802293,-1.1799082694371736,-0.20568302953212947,-3.4625259415053096,-2.6960196133498346,-3.180223576491796,0.15585174610950892,-1.4574666977155148,2.461260295913384,-1.8564528610474071,1
0.11457047974627674,0.04197620967487963,-1.9549535885338654,-2.21519168352346,1.4424155356450816,-2.0224688007846163,-1.9211589757045564,-2.6141424209048387,1.245616418558276,-0.7640082002408066,1.5788227259752623,-3.1299612649439696,0
0.3673216650324653,0.618391317080827,-4.243088692875164,-2.5224297601093695,1.0473820108116871,-2.4555267808899566,-2.350778780529468,-2.9479106917958533,0.9576186007592915,-2.0993556007511494,1.1804733130861005,-2.745906951571934,0
-0.08903186367968993,0.4607215760942531,-2.144952067682107,-2.3246998163614307,0.30960707543298027,-3.6080030912207306,-2.2085360148738866,-2.0431642963480794,0.9227142132164844,-1.2399353384711018,1.5144958359776595,-3.461195057855359,0
-0.27296709648513545,-0.20915935303605618,-0.8183445406463874,-1.6073074154936424,1.5122366006950059,-2.918385381336624,-2.743010328531896,-2.1254343265448608,0.8432634230191478,-2.7153798708450827,0.37369583484937885,-2.5856086238338767,0
-0.05022784652072203,0.15849996969572688,-3.3967322802366198,-0.15366060134056236,-0.02135721163164095,-2.454400278893908,-0.9757894767211568,-2.374662253400451,0.42700833627102375,-1.8984160844473599,1.1920734717340873,-2.2357892105028396,0
0.6809782706790042,-0.6865063757885214,-3.55187713703274,-1.8745927684755765,0.4483602950700507,-2.680284384389742,-2.052844562620614,-3.1903926864875265,1.4154618930229743,-2.2305097123492885,1.047517855601114,-2.2569444764047635,1
0.7351164770535144,-0.6643391212571775,-2.430027592893458,-2.790405151945147,0.7831531266181461,-2.9236425964863186,-2.2795032546363125,-2.336915552782527,-0.019653764960163467,-2.2915198754020984,0.14220596229332494,-3.605490950759085,0
-0.06087473022716958,-0.045038128119594234,-2.8159808882189994,-2.2904644274498986,2.0837692818526765,-3.2738721956251817,-1.8260841965701573,-3.41418101520469,0.4393059435673458,-2.458078500115671,2.403276176926135,-2.664640298541335,0
0.9202823903000479,-0.09845952692777284,-2.681076164514094,-1.1206736028673434,1.523002470361945,-1.407320159306014,-3.1003589188768337,-1.9791019766260896,1.885388764466049,-2.2995578555616225,0.6977172691169865,-2.062649157036823,1
-0.010440608176542852,-0.001196417149295247,-2.2634798738955495,-0.5120140679606591,1.7799490129750968,-2.6918922037775985,-2.6931805127829778,-3.3405707360570616,1.5870089686354898,-2.6654700124832233,1.2378929701410868,-3.477549853920505,0
-0.3076996584529499,-0.115687241957431,-2.119706974756321,-2.055378472503417,0.7419841594685952,-4.630455763108466,-2.72437578051823,-2.5077013416297627,1.113222233835776,-2.492619483428649,1.556885022619451,-2.5174314564936244,0
0.26442763426653004,-0.3995436019824495,-3.417546457678757,-1.9044568156766897,1.8839449632081897,-3.7398095275197454,-3.401197935344238,-2.0569743628663177,1.1056003976931734,-1.0806869360264142,1.7190740551031218,-3.180986506816149,0
0.6665850678381827,-0.15343626602976917,-1.3775198761972043,-1.795691588775442,0.07306242472466795,-3.033738824652773,-3.161900949665366,-2.8195946061281405,1.3404616118373647,-1.6294205559950032,0.8130758757709153,-2.7239973131590984,0
